task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated,text,clean_text,deadline,days_left,workload_hours,priority_encoded
TASK-0594,Write API documentation,Detailed work on feature as per spec,Medium,In Progress,Jaya,Dashboard,19-08-2025,24-09-2025,,api,16,,,20,15,04-09-2025,Write API documentation Detailed work on feature as per spec,write api documentation detailed work feature per spec,2025-11-01 23:47:31.673910,3,2,3
TASK-0595,Create task scheduler,Frontend design and interaction,Critical,Review,Bhanu,Analytics,04-10-2025,21-10-2025,,"frontend,bug,ml",40,,,90,2,15-10-2025,Create task scheduler Frontend design and interaction,create task scheduler frontend design interaction,2025-11-11 23:47:31.673910,13,2,0
TASK-0596,Migrate DB schema,Testing and QA tasks,High,Todo,Bhanu,Platform,04-09-2025,19-09-2025,,"backend,ux,devops",8,,,0,8,04-10-2025,Migrate DB schema Testing and QA tasks,migrate db schema testing qa task,2025-10-29 23:47:31.673910,0,4,1
TASK-0597,Build notification service,Documentation and handover,High,Review,Esha,Scheduler,19-09-2025,01-11-2025,,data,8,,TASK-69,87,6,11-10-2025,Build notification service Documentation and handover,build notification service documentation handover,2025-10-31 23:47:31.673910,2,2,1
TASK-0598,Create dashboard widgets,Detailed work on feature as per spec,Medium,In Progress,Gayathri,Ops,14-09-2025,27-10-2025,,"api,data",8,,,34,15,09-10-2025,Create dashboard widgets Detailed work on feature as per spec,create dashboard widget detailed work feature per spec,2025-10-29 23:47:31.673910,0,3,3
TASK-0599,Fix production bug - payment,Testing and QA tasks,Medium,In Progress,Deepak,AuthService,08-09-2025,07-10-2025,,"bug,devops",24,,TASK-476,45,11,03-10-2025,Fix production bug - payment Testing and QA tasks,fix production bug payment testing qa task,2025-10-30 23:47:31.673910,1,6,3
TASK-0600,Migrate DB schema,Frontend design and interaction,High,In Progress,Harish,Ops,23-08-2025,10-09-2025,,research,16,,,57,10,08-09-2025,Migrate DB schema Frontend design and interaction,migrate db schema frontend design interaction,2025-11-09 23:47:31.673910,11,1,1
TASK-0601,Add feature flags,Testing and QA tasks,Medium,Done,Gayathri,Dashboard,11-09-2025,17-09-2025,15-09-2025,"devops,bug",4,3.0,,100,6,18-09-2025,Add feature flags Testing and QA tasks,add feature flag testing qa task,2025-11-10 23:47:31.673910,12,3,3
TASK-0602,Fix production bug - payment,Customer-facing improvements,Medium,Review,Aisha,Onboarding,27-08-2025,04-09-2025,,"bug,ux,frontend",4,,,87,5,30-09-2025,Fix production bug - payment Customer-facing improvements,fix production bug payment customer facing improvement,2025-11-01 23:47:31.673910,3,8,3
TASK-0603,Evaluate model accuracy,Data pipeline and ETL,Low,Todo,Faisal,Analytics,23-08-2025,08-09-2025,,"devops,backend,data",4,,,0,12,12-10-2025,Evaluate model accuracy Data pipeline and ETL,evaluate model accuracy data pipeline etl,2025-11-05 23:47:31.673910,7,5,2
TASK-0604,Write API documentation,Detailed work on feature as per spec,Low,In Progress,Deepak,Payments,10-10-2025,30-10-2025,,"frontend,performance,data",8,,,39,2,14-10-2025,Write API documentation Detailed work on feature as per spec,write api documentation detailed work feature per spec,2025-11-07 23:47:31.673910,9,3,2
TASK-0605,Implement caching layer,Performance improvements and profiling,Low,Review,Irfan,Ops,25-09-2025,04-10-2025,,"ux,performance,devops",40,,,83,0,04-10-2025,Implement caching layer Performance improvements and profiling,implement caching layer performance improvement profiling,2025-11-08 23:47:31.673910,10,4,2
TASK-0606,Set up CI/CD pipeline,Documentation and handover,Low,In Progress,Jaya,ML-Pipeline,27-08-2025,17-09-2025,,"frontend,devops",24,,,66,7,20-09-2025,Set up CI/CD pipeline Documentation and handover,set ci cd pipeline documentation handover,2025-11-07 23:47:31.673910,9,3,2
TASK-0607,Design user onboarding flow,Documentation and handover,High,Done,Irfan,AuthService,18-08-2025,04-09-2025,05-09-2025,performance,8,8.0,,100,10,27-08-2025,Design user onboarding flow Documentation and handover,design user onboarding flow documentation handover,2025-11-04 23:47:31.673910,6,5,1
TASK-0608,Create onboarding emails,Backend APIs and integration,Low,Todo,Harish,Ops,13-09-2025,21-09-2025,,performance,40,,,0,7,16-09-2025,Create onboarding emails Backend APIs and integration,create onboarding email backend apis integration,2025-11-06 23:47:31.673910,8,5,2
TASK-0609,Conduct A/B test,Documentation and handover,Low,In Progress,Faisal,Scheduler,10-10-2025,02-11-2025,,"ux,performance,backend",16,,,76,15,12-10-2025,Conduct A/B test Documentation and handover,conduct test documentation handover,2025-10-30 23:47:31.673910,1,6,2
TASK-0610,Investigate latency issue,Data pipeline and ETL,Medium,Review,Irfan,Platform,04-10-2025,13-10-2025,,"frontend,performance",8,,,86,5,07-10-2025,Investigate latency issue Data pipeline and ETL,investigate latency issue data pipeline etl,2025-11-02 23:47:31.673910,4,7,3
TASK-0611,Improve logging & monitoring,Backend APIs and integration,Low,In Progress,Chitra,Platform,13-08-2025,24-08-2025,,"data,performance,ux",4,,,60,10,29-09-2025,Improve logging & monitoring Backend APIs and integration,improve logging monitoring backend apis integration,2025-11-04 23:47:31.673910,6,1,2
TASK-0612,Refactor legacy code,Frontend design and interaction,Low,In Progress,Deepak,Ops,28-08-2025,03-10-2025,,"research,api,data",8,,,22,15,28-08-2025,Refactor legacy code Frontend design and interaction,refactor legacy code frontend design interaction,2025-11-09 23:47:31.673910,11,3,2
TASK-0613,Train intent classifier,Performance improvements and profiling,Low,In Progress,Aisha,Notifications,17-07-2025,01-08-2025,,frontend,40,,,17,14,01-10-2025,Train intent classifier Performance improvements and profiling,train intent classifier performance improvement profiling,2025-11-04 23:47:31.673910,6,2,2
TASK-0614,Create dashboard widgets,Backend APIs and integration,Medium,In Progress,Deepak,Analytics,26-07-2025,29-07-2025,,research,16,,,59,11,13-10-2025,Create dashboard widgets Backend APIs and integration,create dashboard widget backend apis integration,2025-11-08 23:47:31.673910,10,4,3
TASK-0615,Conduct A/B test,Performance improvements and profiling,Critical,In Progress,Deepak,AuthService,31-07-2025,12-08-2025,,devops,16,,TASK-578,18,12,11-09-2025,Conduct A/B test Performance improvements and profiling,conduct test performance improvement profiling,2025-11-07 23:47:31.673910,9,2,0
TASK-0616,Refactor legacy code,Customer-facing improvements,Medium,Done,Jaya,ML-Pipeline,18-09-2025,01-10-2025,18-09-2025,devops,4,6.0,,100,0,28-09-2025,Refactor legacy code Customer-facing improvements,refactor legacy code customer facing improvement,2025-11-07 23:47:31.673910,9,5,3
TASK-0617,Create task scheduler,Detailed work on feature as per spec,Low,Done,Gayathri,ML-Pipeline,03-09-2025,25-09-2025,19-09-2025,devops,40,39.0,,100,10,06-10-2025,Create task scheduler Detailed work on feature as per spec,create task scheduler detailed work feature per spec,2025-10-30 23:47:31.673910,1,6,2
TASK-0618,Create task scheduler,Customer-facing improvements,High,Done,Esha,Scheduler,20-08-2025,27-09-2025,17-09-2025,"research,frontend",40,59.0,,100,14,08-10-2025,Create task scheduler Customer-facing improvements,create task scheduler customer facing improvement,2025-10-30 23:47:31.673910,1,8,1
TASK-0619,Add feature flags,Testing and QA tasks,High,Todo,Irfan,Payments,27-08-2025,22-09-2025,,backend,8,,,0,9,17-09-2025,Add feature flags Testing and QA tasks,add feature flag testing qa task,2025-10-31 23:47:31.673910,2,3,1
TASK-0620,Integrate payment gateway,Testing and QA tasks,Critical,In Progress,Aisha,Ops,10-09-2025,15-09-2025,,"research,api,performance",4,,,37,1,11-09-2025,Integrate payment gateway Testing and QA tasks,integrate payment gateway testing qa task,2025-11-04 23:47:31.673910,6,1,0
TASK-0621,Create data backup job,Documentation and handover,Critical,Review,Harish,Scheduler,15-08-2025,28-09-2025,,"frontend,backend,bug",4,,,92,4,20-08-2025,Create data backup job Documentation and handover,create data backup job documentation handover,2025-11-09 23:47:31.673910,11,1,0
TASK-0622,Deploy model to staging,Backend APIs and integration,Low,Review,Aisha,Analytics,02-10-2025,08-11-2025,,"devops,backend",16,,,92,11,10-10-2025,Deploy model to staging Backend APIs and integration,deploy model staging backend apis integration,2025-11-03 23:47:31.673910,5,2,2
TASK-0623,Design user onboarding flow,Performance improvements and profiling,Medium,Review,Aisha,AuthService,20-09-2025,25-10-2025,,research,4,,TASK-46,89,13,25-09-2025,Design user onboarding flow Performance improvements and profiling,design user onboarding flow performance improvement profiling,2025-11-06 23:47:31.673910,8,7,3
TASK-0624,Investigate latency issue,Detailed work on feature as per spec,Medium,In Progress,Bhanu,Analytics,16-08-2025,24-09-2025,,"frontend,api,ux",4,,,28,5,05-09-2025,Investigate latency issue Detailed work on feature as per spec,investigate latency issue detailed work feature per spec,2025-11-10 23:47:31.673910,12,7,3
TASK-0625,Refactor legacy code,Detailed work on feature as per spec,High,Blocked,Deepak,Analytics,17-08-2025,25-08-2025,,"devops,research,ux",8,,,18,5,03-09-2025,Refactor legacy code Detailed work on feature as per spec,refactor legacy code detailed work feature per spec,2025-11-06 23:47:31.673910,8,1,1
TASK-0626,Build notification service,Customer-facing improvements,Medium,Todo,Deepak,Notifications,19-09-2025,03-10-2025,,"research,api",16,,TASK-364,0,14,15-10-2025,Build notification service Customer-facing improvements,build notification service customer facing improvement,2025-11-11 23:47:31.673910,13,5,3
TASK-0627,Investigate latency issue,Frontend design and interaction,Low,Done,Gayathri,Scheduler,07-08-2025,15-09-2025,20-08-2025,"performance,bug,research",8,7.0,,100,2,11-10-2025,Investigate latency issue Frontend design and interaction,investigate latency issue frontend design interaction,2025-10-29 23:47:31.673910,0,1,2
TASK-0628,Conduct A/B test,Data pipeline and ETL,Low,In Progress,Aisha,AuthService,09-08-2025,23-09-2025,,"ml,api,ux",24,,,52,1,19-09-2025,Conduct A/B test Data pipeline and ETL,conduct test data pipeline etl,2025-11-10 23:47:31.673910,12,7,2
TASK-0629,Migrate DB schema,Backend APIs and integration,Medium,Done,Aisha,Scheduler,22-08-2025,24-09-2025,12-09-2025,"frontend,ml",16,14.0,,100,14,12-10-2025,Migrate DB schema Backend APIs and integration,migrate db schema backend apis integration,2025-11-11 23:47:31.673910,13,6,3
TASK-0630,Fix production bug - payment,Documentation and handover,Medium,Review,Gayathri,ML-Pipeline,13-09-2025,02-10-2025,,"bug,ux,api",24,,,94,3,09-10-2025,Fix production bug - payment Documentation and handover,fix production bug payment documentation handover,2025-11-04 23:47:31.673910,6,5,3
TASK-0631,Deploy model to staging,Model training and evaluation,Critical,In Progress,Aisha,Scheduler,10-08-2025,23-08-2025,,"ux,data",8,,,77,4,21-09-2025,Deploy model to staging Model training and evaluation,deploy model staging model training evaluation,2025-11-01 23:47:31.673910,3,1,0
TASK-0632,Create onboarding emails,Detailed work on feature as per spec,Critical,In Progress,Chitra,Analytics,17-08-2025,14-09-2025,,api,4,,,30,9,22-08-2025,Create onboarding emails Detailed work on feature as per spec,create onboarding email detailed work feature per spec,2025-11-07 23:47:31.673910,9,4,0
TASK-0633,Create dashboard widgets,Data pipeline and ETL,High,In Progress,Deepak,Scheduler,19-07-2025,26-08-2025,,"backend,api",8,,,65,6,17-09-2025,Create dashboard widgets Data pipeline and ETL,create dashboard widget data pipeline etl,2025-11-08 23:47:31.673910,10,2,1
TASK-0634,Add feature flags,Performance improvements and profiling,High,Review,Bhanu,Dashboard,28-09-2025,21-10-2025,,performance,16,,,89,2,09-10-2025,Add feature flags Performance improvements and profiling,add feature flag performance improvement profiling,2025-10-30 23:47:31.673910,1,7,1
TASK-0635,Write API documentation,Customer-facing improvements,Low,Done,Chitra,Payments,28-08-2025,23-09-2025,18-09-2025,"backend,performance,frontend",8,5.0,TASK-217,100,10,21-09-2025,Write API documentation Customer-facing improvements,write api documentation customer facing improvement,2025-11-04 23:47:31.673910,6,7,2
TASK-0636,Investigate latency issue,Frontend design and interaction,Medium,In Progress,Gayathri,ML-Pipeline,10-10-2025,29-10-2025,,"ml,ux",24,,,18,11,15-10-2025,Investigate latency issue Frontend design and interaction,investigate latency issue frontend design interaction,2025-11-03 23:47:31.673910,5,4,3
TASK-0637,Implement caching layer,Backend APIs and integration,Medium,In Progress,Aisha,Scheduler,04-09-2025,15-09-2025,,"data,performance,api",4,,,56,9,01-10-2025,Implement caching layer Backend APIs and integration,implement caching layer backend apis integration,2025-10-29 23:47:31.673910,0,1,3
TASK-0638,Set up CI/CD pipeline,Backend APIs and integration,Medium,Done,Harish,Platform,28-08-2025,30-09-2025,18-09-2025,"bug,frontend,ml",24,27.0,,100,10,12-10-2025,Set up CI/CD pipeline Backend APIs and integration,set ci cd pipeline backend apis integration,2025-11-11 23:47:31.673910,13,6,3
TASK-0639,Refactor legacy code,Model training and evaluation,Low,Done,Harish,Dashboard,08-10-2025,09-11-2025,26-10-2025,frontend,24,25.0,TASK-614,100,10,12-10-2025,Refactor legacy code Model training and evaluation,refactor legacy code model training evaluation,2025-11-04 23:47:31.673910,6,6,2
TASK-0640,Conduct A/B test,Detailed work on feature as per spec,Medium,Todo,Faisal,Dashboard,12-10-2025,12-11-2025,,"research,backend",40,,TASK-38,0,7,13-10-2025,Conduct A/B test Detailed work on feature as per spec,conduct test detailed work feature per spec,2025-11-08 23:47:31.673910,10,6,3
TASK-0641,Create task scheduler,DevOps tasks for deployment,Low,Review,Harish,Dashboard,09-09-2025,04-10-2025,,"ux,devops",40,,,72,11,11-09-2025,Create task scheduler DevOps tasks for deployment,create task scheduler devops task deployment,2025-11-09 23:47:31.673910,11,3,2
TASK-0642,Build notification service,Customer-facing improvements,Critical,Review,Bhanu,Dashboard,10-08-2025,18-08-2025,,"research,performance",24,,TASK-264,83,6,12-09-2025,Build notification service Customer-facing improvements,build notification service customer facing improvement,2025-11-04 23:47:31.673910,6,3,0
TASK-0643,Data ingestion from 3rd-party,Customer-facing improvements,Medium,Done,Deepak,Onboarding,28-08-2025,06-10-2025,27-09-2025,performance,16,21.0,,100,12,08-09-2025,Data ingestion from 3rd-party Customer-facing improvements,data ingestion rd party customer facing improvement,2025-11-09 23:47:31.673910,11,5,3
TASK-0644,Add feature flags,Model training and evaluation,Low,In Progress,Aisha,Dashboard,22-07-2025,02-08-2025,,"research,api",40,,,45,7,24-07-2025,Add feature flags Model training and evaluation,add feature flag model training evaluation,2025-11-06 23:47:31.673910,8,7,2
TASK-0645,Migrate DB schema,Testing and QA tasks,Low,Review,Jaya,ML-Pipeline,31-07-2025,29-08-2025,,"ux,bug,performance",24,,,80,10,13-09-2025,Migrate DB schema Testing and QA tasks,migrate db schema testing qa task,2025-11-03 23:47:31.673910,5,2,2
TASK-0646,Setup feature rollout,Documentation and handover,Low,Done,Harish,Payments,07-08-2025,20-08-2025,19-08-2025,"performance,backend",40,62.0,,100,6,13-10-2025,Setup feature rollout Documentation and handover,setup feature rollout documentation handover,2025-10-31 23:47:31.673910,2,1,2
TASK-0647,Annotate training data,Model training and evaluation,Low,In Progress,Harish,Onboarding,25-09-2025,06-11-2025,,"ml,bug,performance",24,,,7,15,02-10-2025,Annotate training data Model training and evaluation,annotate training data model training evaluation,2025-11-11 23:47:31.673910,13,3,2
